title,author,category,publish_year,title_id,author_id,cover_url
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,anthropology,First published in 2004,/works/OL276557W?edition=ia%3Akollapswarumgese0000diam,/authors/OL2630733A/Jared_Diamond,//covers.openlibrary.org/b/olid/OL32113038M-M.jpg
Anthropologie structurale,Claude Lévi-Strauss,anthropology,First published in 1900,/works/OL2596026W?edition=ia%3Aanthropologiestr00levi,/authors/OL2632184A/Claude_Lévi-Strauss,//covers.openlibrary.org/b/olid/OL23278191M-M.jpg
Anthropologie der Naturvölker,Theodor Waitz,anthropology,First published in 1859,/works/OL6832495W?edition=ia%3Aanthropologieder03waituoft,/authors/OL1872478A/Theodor_Waitz,//covers.openlibrary.org/b/olid/OL23278190M-M.jpg
Tristes tropiques,Claude Lévi-Strauss,anthropology,First published in 1955,/works/OL8983695W?edition=ia%3Atristestropiques0000levi,/authors/OL2632184A/Claude_Lévi-Strauss,//covers.openlibrary.org/b/olid/OL5821039M-M.jpg
De hominis dignitate,Giovanni Pico della Mirandola,anthropology,First published in 1942,/works/OL1456989W?edition=ia%3Adehominisdignita00pico,/authors/OL153890A/Giovanni_Pico_della_Mirandola,//covers.openlibrary.org/b/olid/OL6491110M-M.jpg
Philosophical essays concerning human understanding,David Hume,anthropology,First published in 1900,/works/OL93547W?edition=ia%3Aenquiriesconcern00humeuoft,/authors/OL6081591A/David_Hume,//covers.openlibrary.org/b/olid/OL7023440M-M.jpg
Sexuality,Jeffrey Weeks,anthropology,First published in 1986,/works/OL12073368W?edition=ia%3Asexuality00week,/authors/OL444217A/Jeffrey_Weeks,//covers.openlibrary.org/b/olid/OL2312826M-M.jpg
What Is Man? and Other Essays,Mark Twain,anthropology,First published in 1917,/works/OL54132W?edition=ia%3Acu31924021152321,/authors/OL18319A/Mark_Twain,//covers.openlibrary.org/b/olid/OL7076300M-M.jpg
Coming of age in Samoa,Margaret Mead,anthropology,First published in 1928,/works/OL73787W?edition=ia%3Acomingofageinsam00mead,/authors/OL21632A/Margaret_Mead,//covers.openlibrary.org/b/olid/OL6718431M-M.jpg
Histoire naturelle de Buffon,René-Richard Castel,anthropology,First published in 1985,/works/OL11981991W,/authors/OL5162845A/René-Richard_Castel,/images/icons/avatar_book-sm.png
The Phenomenon of Man,Pierre Teilhard de Chardin,anthropology,First published in 1955,/works/OL459280W?edition=ia%3Aphenomenonofman00teilrich,/authors/OL26868A/Pierre_Teilhard_de_Chardin,//covers.openlibrary.org/b/olid/OL23248980M-M.jpg
Multicultural Education,James A. Banks,anthropology,First published in 1988,/works/OL1861342W?edition=ia%3Amulticulturaledu0000unse_v9v9,/authors/OL222861A/James_A._Banks,//covers.openlibrary.org/b/olid/OL2048915M-M.jpg
Human nature in its fourfold state,Thomas Boston,anthropology,First published in 1744,/works/OL1135442W?edition=ia%3Ahumannaturein00bost,/authors/OL115765A/Thomas_Boston,//covers.openlibrary.org/b/olid/OL14013969M-M.jpg
What is man?,Mark Twain,anthropology,First published in 1906,/works/OL54148W?edition=ia%3Adli.ernet.235869,/authors/OL18319A/Mark_Twain,//archive.org/services/img/dli.ernet.235869
In the shadow of man,Jane Goodall,anthropology,First published in 1971,/works/OL548259W?edition=ia%3Ainshadowofman000good,/authors/OL39009A/Jane_Goodall,//covers.openlibrary.org/b/olid/OL5759893M-M.jpg
Anthropology: the exploration of human diversity,Conrad Phillip Kottak,anthropology,First published in 1974,/works/OL23103W?edition=ia%3Aanthropologyexpl00kott,/authors/OL25769A/Conrad_Phillip_Kottak,//covers.openlibrary.org/b/olid/OL3783217M-M.jpg
"Thief of Time, A  Low Price",Tony Hillerman,anthropology,First published in 1988,/works/OL55942W?edition=ia%3Athiefoftimenovel0000hill,/authors/OL31195A/Tony_Hillerman,//covers.openlibrary.org/b/olid/OL18350576M-M.jpg
The aristos: a self-portrait in ideas.,John Fowles,anthropology,First published in 1964,/works/OL15026W?edition=ia%3Aaristos0000unse,/authors/OL6789199A/John_Fowles,//covers.openlibrary.org/b/olid/OL5919596M-M.jpg
Annual Editions,Elvio Angeloni,anthropology,First published in 1991,/works/OL280819W?edition=ia%3Aannualeditions00elvi_2,/authors/OL2634377A/Elvio_Angeloni,//covers.openlibrary.org/b/olid/OL12123204M-M.jpg
How to observe,Harriet Martineau,anthropology,First published in 1838,/works/OL1491066W?edition=ia%3Ahowtoobservemora00martuoft,/authors/OL159227A/Harriet_Martineau,//covers.openlibrary.org/b/olid/OL7099073M-M.jpg
Introduction to forensic anthropology,Steven N. Byers,anthropology,First published in 2001,/works/OL5728238W?edition=ia%3Aintroductiontofo0000byer,/authors/OL1392826A/Steven_N._Byers,//covers.openlibrary.org/b/olid/OL20787934M-M.jpg
Marx's concept of man,Erich Fromm,anthropology,First published in 1961,/works/OL1185040W?edition=ia%3Amarxconceptofman0000unse,/authors/OL119716A/Erich_Fromm,//covers.openlibrary.org/b/olid/OL28015367M-M.jpg
The sane society,Erich Fromm,anthropology,First published in 1955,/works/OL1184971W?edition=ia%3Asanesociety00from,/authors/OL119716A/Erich_Fromm,//covers.openlibrary.org/b/olid/OL21296681M-M.jpg
Anthropology,Carol R. Ember,anthropology,First published in 1973,/works/OL1829859W?edition=ia%3Aanthropology0000embe,/authors/OL219208A/Carol_R._Ember,//covers.openlibrary.org/b/olid/OL2849562M-M.jpg
Civilization,Edward Carpenter,anthropology,First published in 1889,/works/OL1041090W?edition=ia%3Acivilisationitsc00carpiala,/authors/OL2690745A/Edward_Carpenter,//covers.openlibrary.org/b/olid/OL7051549M-M.jpg
The Abolition of Man,C. S. Lewis,anthropology,First published in 1943,/works/OL71117W?edition=ia%3Aabolitionofmanor0000lewi,/authors/OL31574A/C._S._Lewis,//covers.openlibrary.org/b/olid/OL6511374M-M.jpg
21 Lessons for the 21st Century,Yuval Noah Harari,anthropology,First published in 2018,/works/OL17917961W?edition=ia%3A21lessonsfor21st0000hara_q9i3,/authors/OL3778242A/Yuval_Noah_Harari,//archive.org/services/img/21lessonsfor21st0000hara_q9i3
Humanity,James G. Peoples,anthropology,First published in 1988,/works/OL13121W?edition=ia%3Ahumanityintroduc0000peop_p5s4,/authors/OL22624A/James_G._Peoples,//covers.openlibrary.org/b/olid/OL35442M-M.jpg
The Mind's I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter,anthropology,First published in 1962,/works/OL716849W?edition=ia%3Amindsifantasiesr00hofs,/authors/OL57437A/Douglas_R._Hofstadter,//covers.openlibrary.org/b/olid/OL21215712M-M.jpg
Annual editions,Elvio Angeloni,anthropology,First published in 1993,/works/OL18509911W?edition=ia%3Aannualeditionsan0000unse_n1n3,/authors/OL2634377A/Elvio_Angeloni,//covers.openlibrary.org/b/olid/OL32836900M-M.jpg
Ancient society,Lewis Henry Morgan,anthropology,First published in 1877,/works/OL1621347W?edition=ia%3Aancientsocietyor00morg,/authors/OL177855A/Lewis_Henry_Morgan,//covers.openlibrary.org/b/olid/OL23276904M-M.jpg
Encyclical Redemptor hominis of the Supreme Pontiff John Paul II,Pope John Paul II,anthropology,First published in 1979,/works/OL645479W?edition=ia%3Aredeemerofmanenc0000cath,/authors/OL28457A/Pope_John_Paul_II,//covers.openlibrary.org/b/olid/OL8575567M-M.jpg
By canoe and dog-train among the Cree and Salteaux Indians,Egerton R. Young,anthropology,First published in 1890,/works/OL1449882W?edition=ia%3Abycanoedogtraina00younrich,/authors/OL2574109A/Egerton_R._Young,//covers.openlibrary.org/b/olid/OL7139082M-M.jpg
Bare bones,Kathy Reichs,anthropology,First published in 2003,/works/OL14870347W?edition=ia%3Aisbn_0739436554,/authors/OL24769A/Kathy_Reichs,//covers.openlibrary.org/b/olid/OL26334069M-M.jpg
Sermons,"Tillotson, John",anthropology,First published in 1671,/works/OL3712434W,/authors/OL646228A/Tillotson_John,/images/icons/avatar_book-sm.png
Crime and custom in savage society,Bronisław Malinowski,anthropology,First published in 1926,/works/OL1211014W,/authors/OL122433A/Bronisław_Malinowski,/images/icons/avatar_book-sm.png
The mind of primitive man,Franz Boas,anthropology,First published in 1911,/works/OL808231W?edition=ia%3Acu31924026391346,/authors/OL68042A/Franz_Boas,//covers.openlibrary.org/b/olid/OL24179954M-M.jpg
Folkways,William Graham Sumner,anthropology,First published in 1906,/works/OL2518617W?edition=ia%3Afolkwaysstudyofssumn,/authors/OL354838A/William_Graham_Sumner,//covers.openlibrary.org/b/olid/OL13541354M-M.jpg
Anthropology,Edward B. Tylor,anthropology,First published in 1881,/works/OL6908851W?edition=ia%3Aanthropologyintr00tylouoft,/authors/OL4363218A/Edward_B._Tylor,//covers.openlibrary.org/b/olid/OL7114768M-M.jpg
Classification,Library of Congress. Classification Divi...,anthropology,First published in 1903,/works/OL7556989W?edition=ia%3Aclassificationou00libr,/authors/OL2312814A/Library_of_Congress._Classification_Division.,//archive.org/services/img/classificationou00libr
Facing Mount Kenya: the tribal life of the Gikuyu,Jomo Kenyatta,anthropology,First published in 1900,/works/OL4254515W?edition=ia%3Afacingmountkenya00keny,/authors/OL819646A/Jomo_Kenyatta,//covers.openlibrary.org/b/olid/OL5333739M-M.jpg
Cultural Anthropology,Jack David Eller,anthropology,First published in 2009,/works/OL20751590W?edition=ia%3Aculturalanthropo0000elle,/authors/OL7479732A/Jack_David_Eller,//covers.openlibrary.org/b/olid/OL28805958M-M.jpg
World Prehistory and Archaeology,Michael Chazan,anthropology,First published in 2007,/works/OL8024622W?edition=ia%3Aworldprehistorya0000chaz_r9e8,/authors/OL2672894A/Michael_Chazan,//covers.openlibrary.org/b/olid/OL32155384M-M.jpg
The Chrysanthemum and the Sword,Ruth Benedict,anthropology,First published in 1946,/works/OL4646221W?edition=ia%3Achrysanthemumswo00bene,/authors/OL954509A/Ruth_Benedict,//covers.openlibrary.org/b/olid/OL24757659M-M.jpg
Strukturwandel der Öffentlichkeit: Untersuchungen zu einer Kategorie der bürgerlichen Gesellschaft,Jürgen Habermas,anthropology,First published in 1965,/works/OL15682223W?edition=ia%3Astrukturwandelde0000habe,/authors/OL146171A/Jürgen_Habermas,//covers.openlibrary.org/b/olid/OL35348922M-M.jpg
International review of neurobiology,Carl C. Pfeiffer,anthropology,First published in 1959,/works/OL19810582W?edition=ia%3Ainternationalrev13pfei,/authors/OL2872907A/Carl_C._Pfeiffer,//covers.openlibrary.org/b/olid/OL23088227M-M.jpg
Anthropology,Raymond Scupin,anthropology,First published in 1991,/works/OL2681664W?edition=ia%3Aanthropologyglob0000scup_v6g2,/authors/OL391514A/Raymond_Scupin,//covers.openlibrary.org/b/olid/OL1551595M-M.jpg
Cross-Cultural Psychology,Eric B. Shiraev,anthropology,First published in 2012,/works/OL21303013W,/authors/OL3424521A/Eric_B._Shiraev,//covers.openlibrary.org/b/olid/OL28878082M-M.jpg
The intermediate sex,Edward Carpenter,anthropology,First published in 1908,/works/OL1041144W?edition=ia%3Ab28106283,/authors/OL2690745A/Edward_Carpenter,//covers.openlibrary.org/b/olid/OL25920331M-M.jpg
Subculture,Dick Hebdige,anthropology,First published in 1981,/works/OL4613375W?edition=ia%3Asubculturemeanin0000hebd_a6v6,/authors/OL945675A/Dick_Hebdige,//covers.openlibrary.org/b/olid/OL2025736M-M.jpg
New lives for old,Margaret Mead,anthropology,First published in 1956,/works/OL73786W?edition=ia%3Anewlivesforoldcu00mead,/authors/OL21632A/Margaret_Mead,//covers.openlibrary.org/b/olid/OL6197588M-M.jpg
Mirror for man,Clyde Kluckhohn,anthropology,First published in 1949,/works/OL10493037W,/authors/OL4354259A/Clyde_Kluckhohn,//covers.openlibrary.org/b/olid/OL27730957M-M.jpg
An essay on man,Ernst Cassirer,anthropology,First published in 1944,/works/OL834014W?edition=ia%3Aessayonmanintrod00cass_0,/authors/OL71308A/Ernst_Cassirer,//covers.openlibrary.org/b/olid/OL22813803M-M.jpg
The nature and destiny of man,Reinhold Niebuhr,anthropology,First published in 1941,/works/OL1176545W?edition=ia%3Anaturedestinyofm00nieb,/authors/OL118908A/Reinhold_Niebuhr,//covers.openlibrary.org/b/olid/OL6429552M-M.jpg
Criminal Sociology,Enrico Ferri,anthropology,First published in 1895,/works/OL3857649W?edition=ia%3Ab21704491,/authors/OL692265A/Enrico_Ferri,//archive.org/services/img/b21704491
The history of human marriage,Edward Westermarck,anthropology,First published in 1894,/works/OL1282732W?edition=ia%3Acu31924021846955,/authors/OL129831A/Edward_Westermarck,//covers.openlibrary.org/b/olid/OL24177751M-M.jpg
Death du jour,Kathy Reichs,anthropology,First published in 1999,/works/OL14870343W?edition=ia%3Adeathdujour00reic_0,/authors/OL24769A/Kathy_Reichs,//covers.openlibrary.org/b/olid/OL23243246M-M.jpg
Archaeology,Brian M. Fagan,anthropology,First published in 2015,/works/OL25218137W,/authors/OL24150A/Brian_M._Fagan,/images/icons/avatar_book-sm.png
Sex and repression in savage society,Bronisław Malinowski,anthropology,First published in 1927,/works/OL1211013W?edition=ia%3Asexrepressionins00mali,/authors/OL122433A/Bronisław_Malinowski,//covers.openlibrary.org/b/olid/OL17967917M-M.jpg
Histoire naturelle: générale et particulière.,"Georges-Louis Leclerc, comte de Buffon",anthropology,First published in 1750,/works/OL1356870W?edition=ia%3Ahistoirenaturel20unkngoog,/authors/OL6859168A/Georges-Louis_Leclerc_comte_de_Buffon,//covers.openlibrary.org/b/olid/OL23399904M-M.jpg
Religions in practice: an approach to the anthropology of religion,John Richard Bowen,anthropology,First published in 1997,/works/OL2710876W?edition=ia%3Areligionsinpract0000bowe,/authors/OL396461A/John_Richard_Bowen,//covers.openlibrary.org/b/olid/OL686653M-M.jpg
Grave Secrets: A Novel,Kathy Reichs,anthropology,First published in 2002,/works/OL14870350W?edition=ia%3Agravesecrets0000reic,/authors/OL24769A/Kathy_Reichs,//covers.openlibrary.org/b/olid/OL18744291M-M.jpg
Avenir de l'homme,Pierre Teilhard de Chardin,anthropology,First published in 1962,/works/OL459277W?edition=ia%3Afutureofman00teil,/authors/OL26868A/Pierre_Teilhard_de_Chardin,//covers.openlibrary.org/b/olid/OL5917291M-M.jpg
The gift,Marcel Mauss,anthropology,First published in 1954,/works/OL15816245W?edition=ia%3Agiftformsfunctio00maus,/authors/OL261762A/Marcel_Mauss,//covers.openlibrary.org/b/olid/OL13684064M-M.jpg
Physical anthropology,Philip L. Stein,anthropology,First published in 1974,/works/OL14856280W?edition=ia%3Aphysicalanthropo0000stei_c6y0,/authors/OL20872A/Philip_L._Stein,//covers.openlibrary.org/b/olid/OL4542542M-M.jpg
Le cru et le cuit: mythologiques.,Claude Lévi-Strauss,anthropology,First published in 1964,/works/OL2595994W?edition=ia%3Arawcooked00lvis,/authors/OL2632184A/Claude_Lévi-Strauss,//covers.openlibrary.org/b/olid/OL5544313M-M.jpg
Levkas Man,Hammond Innes,anthropology,First published in 1971,/works/OL1822011W?edition=ia%3Alevkasman00inne,/authors/OL6925017A/Hammond_Innes,//covers.openlibrary.org/b/olid/OL4768142M-M.jpg
Keywords,Raymond Williams,anthropology,First published in 1976,/works/OL260934W?edition=ia%3Akeywordsvocabula00willrich,/authors/OL658079A/Raymond_Williams,//covers.openlibrary.org/b/olid/OL3020133M-M.jpg
Selections,Philo of Alexandria,anthropology,First published in 1552,/works/OL962020W,/authors/OL86608A/Philo_of_Alexandria,//covers.openlibrary.org/b/olid/OL3305947M-M.jpg
O naznachenīī cheloveka,Nikolaĭ Berdi͡aev,anthropology,First published in 1937,/works/OL10335218W?edition=ia%3Afederaltechnolog0000unit_f7y2,/authors/OL52926A/Nikolaĭ_Berdi͡aev,//covers.openlibrary.org/b/olid/OL22802763M-M.jpg
Sources of Chinese tradition,Wm. Theodore de Bary,anthropology,First published in 1960,/works/OL1892220W?edition=ia%3Asourcesofchinese00deba,/authors/OL226522A/Wm._Theodore_de_Bary,//covers.openlibrary.org/b/olid/OL10195922M-M.jpg
Stone Age Economics,Marshall Sahlins,anthropology,First published in 1972,/works/OL21150827W,/authors/OL7657990A/Marshall_Sahlins,//covers.openlibrary.org/b/olid/OL30689837M-M.jpg
Anthropology,Melvin Ember,anthropology,First published in 1997,/works/OL16249007W?edition=ia%3Aanthropologybrie0001embe,/authors/OL1463096A/Melvin_Ember,//covers.openlibrary.org/b/olid/OL7330077M-M.jpg
Anthropologie in pragmatischer Hinsicht,Immanuel Kant,anthropology,First published in 1798,/works/OL99835W?edition=ia%3Aanthropologiein01kantgoog,/authors/OL18074A/Immanuel_Kant,//covers.openlibrary.org/b/olid/OL6604464M-M.jpg
Reflections of our past,John Relethford,anthropology,First published in 2003,/works/OL62326W?edition=ia%3Areflectionsofour00rele,/authors/OL23599A/John_Relethford,//covers.openlibrary.org/b/olid/OL17107583M-M.jpg
The Songlines,Bruce Chatwin,anthropology,First published in 1987,/works/OL612496W?edition=ia%3Asonglines00chat,/authors/OL47322A/Bruce_Chatwin,//covers.openlibrary.org/b/olid/OL21142610M-M.jpg
The witch-cult in Western Europe,Margaret Alice Murray,anthropology,First published in 1921,/works/OL497382W?edition=ia%3Awitchcultinweste00murr,/authors/OL33101A/Margaret_Alice_Murray,//covers.openlibrary.org/b/olid/OL7194843M-M.jpg
Among cultures,Bradford J. Hall,anthropology,First published in 2001,/works/OL6042794W?edition=ia%3Aamongculturescha00hall,/authors/OL1520564A/Bradford_J._Hall,//covers.openlibrary.org/b/olid/OL21995296M-M.jpg
The human species,John Relethford,anthropology,First published in 1990,/works/OL62328W?edition=ia%3Ahumanspeciesin00rele,/authors/OL23599A/John_Relethford,//covers.openlibrary.org/b/olid/OL2194371M-M.jpg
Kinship and gender,Linda Stone,anthropology,First published in 2005,/works/OL13642390W?edition=ia%3Akinshipgenderint0000ston_m3u7,/authors/OL6498501A/Linda_Stone,//covers.openlibrary.org/b/olid/OL27584687M-M.jpg
The courage to be,Paul Tillich,anthropology,First published in 1952,/works/OL450631W?edition=ia%3Acouragetobe100till,/authors/OL25380A/Paul_Tillich,//covers.openlibrary.org/b/olid/OL6112262M-M.jpg
What Anthropologists Do,Veronica Strang,anthropology,First published in 2009,/works/OL1687079W?edition=ia%3Awhatanthropologi0000stra,/authors/OL190941A/Veronica_Strang,//covers.openlibrary.org/b/olid/OL11911578M-M.jpg
Break No Bones: A Novel,Kathy Reichs,anthropology,First published in 2006,/works/OL14870349W?edition=ia%3Abreaknobones00reic,/authors/OL24769A/Kathy_Reichs,//covers.openlibrary.org/b/olid/OL24962181M-M.jpg
African American communication,Michael L. Hecht,anthropology,First published in 1992,/works/OL4307413W?edition=ia%3Aafricanamericanc0000hech,/authors/OL837331A/Michael_L._Hecht,//covers.openlibrary.org/b/olid/OL1731024M-M.jpg
Aku-Aku: the secret of Easter Island.,Thor Heyerdahl,anthropology,First published in 1958,/works/OL2292707W?edition=ia%3Aakuakusecretofe00heye,/authors/OL2751797A/Thor_Heyerdahl,//covers.openlibrary.org/b/olid/OL6247005M-M.jpg
Samples from English cultures,Josephine Klein,anthropology,First published in 1965,/works/OL10653958W?edition=ia%3Asamplesfromengli00klei_0,/authors/OL4440110A/Josephine_Klein,//covers.openlibrary.org/b/olid/OL18230479M-M.jpg
Island of the Colorblind,Oliver Sacks,anthropology,First published in 1996,/works/OL1811902W?edition=ia%3Aislandofcolorbli0000sack_l7q8,/authors/OL217344A/Oliver_Sacks,//covers.openlibrary.org/b/olid/OL32790466M-M.jpg
Working in America,Amy S. Wharton,anthropology,First published in 1998,/works/OL2666520W?edition=ia%3Aworkinginamerica0000whar,/authors/OL388920A/Amy_S._Wharton,//covers.openlibrary.org/b/olid/OL670842M-M.jpg
Nutrition and physical degeneration,Weston A. Price,anthropology,First published in 1938,/works/OL98980W?edition=ia%3Anutritionphysica0000pric,/authors/OL17812A/Weston_A._Price,//covers.openlibrary.org/b/olid/OL24554250M-M.jpg
Selections,Martin Buber,anthropology,First published in 1959,/works/OL12294W?edition=ia%3Aoriginmeaningof00bube,/authors/OL22736A/Martin_Buber,//covers.openlibrary.org/b/olid/OL5796106M-M.jpg
The natural superiority of women,Ashley Montagu,anthropology,First published in 1953,/works/OL1214456W?edition=ia%3Anaturalsuperiori0000mont_e5v9,/authors/OL122693A/Ashley_Montagu,//covers.openlibrary.org/b/olid/OL6135168M-M.jpg
Patterns of Culture,Ruth Benedict,anthropology,First published in 1934,/works/OL22543824W,/authors/OL8156451A/Ruth_Benedict,//covers.openlibrary.org/b/olid/OL30600965M-M.jpg
Anthropology and climate change,Susan Alexandra Crate,anthropology,First published in 2009,/works/OL18700642W?edition=ia%3Aanthropologyclim0000unse,/authors/OL6524221A/Susan_Alexandra_Crate,//covers.openlibrary.org/b/olid/OL22553023M-M.jpg
Introducing Anthropology,Michael Alan Park,anthropology,First published in 1999,/works/OL114233W?edition=ia%3Aintroducinganthr0000park_e2j6,/authors/OL32640A/Michael_Alan_Park,//covers.openlibrary.org/b/olid/OL8064025M-M.jpg
The meaning of Marxism,G. D. H. (George Douglas Howard) Cole,anthropology,First published in 1948,/works/OL91958W?edition=ia%3Ameaningofmarxism0000cole,/authors/OL18544A/G._D._H._(George_Douglas_Howard)_Cole,//covers.openlibrary.org/b/olid/OL6052823M-M.jpg
The Swazi,Hilda Kuper,anthropology,First published in 1952,/works/OL3956941W?edition=ia%3Aswazisouthafric00kupe,/authors/OL722369A/Hilda_Kuper,//covers.openlibrary.org/b/olid/OL5888782M-M.jpg
Cultural anthropology,Emily A. Schultz,anthropology,First published in 1987,/works/OL2640668W?edition=ia%3Aculturalanthropo002schu,/authors/OL384824A/Emily_A._Schultz,//covers.openlibrary.org/b/olid/OL2215267M-M.jpg
2312,Kim Stanley Robinson,anthropology,First published in 2012,/works/OL16298967W?edition=ia%3A23120000robi_i1w6,/authors/OL19986A/Kim_Stanley_Robinson,//covers.openlibrary.org/b/olid/OL27077923M-M.jpg
"The discovery of the future: a discourse delivered to the Royal Institution on January 24, 1902",H. G. Wells,anthropology,First published in 1902,/works/OL52204W?edition=ia%3Athediscoveryofth00welluoft,/authors/OL13066A/H._G._Wells,//covers.openlibrary.org/b/olid/OL7241948M-M.jpg
Whispers of the Dead,Simon Beckett,anthropology,First published in 2009,/works/OL3475314W?edition=ia%3Aleichenblassethr0000beck,/authors/OL579379A/Simon_Beckett,//covers.openlibrary.org/b/olid/OL26762616M-M.jpg
The Identity of Man,Jacob Bronowski,anthropology,First published in 1965,/works/OL4803882W?edition=ia%3Aidentityofman0000bron,/authors/OL1011187A/Jacob_Bronowski,//covers.openlibrary.org/b/olid/OL5945729M-M.jpg
Always Coming Home,Ursula K. Le Guin,anthropology,First published in 1985,/works/OL59846W?edition=ia%3Aalwayscominghome00legu,/authors/OL31353A/Ursula_K._Le_Guin,//covers.openlibrary.org/b/olid/OL3020726M-M.jpg
Intercultural competence,Myron W. Lustig,anthropology,First published in 1993,/works/OL1860250W,/authors/OL222713A/Myron_W._Lustig,//covers.openlibrary.org/b/olid/OL3558200M-M.jpg
The excavations at Dura-Europos: Conducted by Yale University and the French Academy of Inscriptions and Letters.  Final Report,Yale University,anthropology,First published in 1900,/works/OL11121519W?edition=ia%3Aexcavationsatdu1928rost_0,/authors/OL4641466A/Yale_University,//covers.openlibrary.org/b/olid/OL185266M-M.jpg
Ethnological studies among the North-West-Central Queensland aborigines,Walter Edmund Roth,anthropology,First published in 1897,/works/OL17678126W?edition=ia%3Ab24758620,/authors/OL7379540A/Walter_Edmund_Roth,//archive.org/services/img/b24758620
Anthropological theory,R. Jon McGee,anthropology,First published in 1996,/works/OL73973W?edition=ia%3Aanthropologicalt0000mcge_q6m6,/authors/OL21684A/R._Jon_McGee,//covers.openlibrary.org/b/olid/OL1273342M-M.jpg
"Die Frankfurter Schule: Geschichte, theoretische Entwicklung, politische Bedeutung",Rolf Wiggershaus,anthropology,First published in 1986,/works/OL3917699W?edition=ia%3Afrankfurtschooli0000wigg_g6k0,/authors/OL713321A/Rolf_Wiggershaus,//covers.openlibrary.org/b/olid/OL10729440M-M.jpg
The Human Zoo,Desmond Morris,anthropology,First published in 1960,/works/OL104152W?edition=ia%3Ahumanzoo00morr,/authors/OL18814A/Desmond_Morris,//covers.openlibrary.org/b/olid/OL23255086M-M.jpg
The Embarrassment of Riches: an interpretation of Dutch culture in the Golden Age,Simon Schama,anthropology,First published in 1987,/works/OL14865999W?edition=ia%3Aembarrassmentofr00scha,/authors/OL6893313A/Simon_Schama,//covers.openlibrary.org/b/olid/OL21359978M-M.jpg
Living Language,Laura M. Ahearn,anthropology,First published in 2011,/works/OL21135017W,/authors/OL2744962A/Laura_M._Ahearn,//covers.openlibrary.org/b/olid/OL28610346M-M.jpg
